PostID,Post Description,Date,Language Code,Full Language,Sentiment
B8JHSuIK1hJ,"How to protect your child from CORONAVIRUS 
#coronavirus #coronavirusawareness #kidssefty #howtoprotectcild #childprotection #awarness #stmary #stmarychampion #stmarychampionindore #stmarychampionschool",02/04/2020,en,English,positive
B8K5CR8HuZr,"It is important to stay up to date about coronavirus but don't believe everything you read. Only trust information from legitimate sources like WHO and healthcare providers.

Call us at 1860 500 4424
Visit www.apollocradle.com

#CoronavirusUpdates #CoronavirusAlerts #Apollo #ApolloCradle #Coronavirus",02/05/2020,en,English,positive
B8LKfUIF4JG,#coronavirus888 #coronavirus #coronavirusupdates #coronavirusoutbreak #outbreak888,02/05/2020,en,English,neutral
B8L9HldlCy-,Report that said Wuhan coronavirus can spread before symptoms was flawed #coronavirus888 #coronavirus #coronavirusupdates #coronavirusoutbreak #outbreak888,02/05/2020,en,English,neutral
B8LKR27F0Ki,"Coronavirus nCoV Top 10 Countries (# of confirmed cases)
Mainland China: 24,377
Thailand: 24
Singapore: 24
Japan: 22
Hong Kong: 18
South Korea: 16
Australia: 13
Germany: 12
USA, Taiwan: 11
Malaysia, Macau: 10

Feb 5 - 05:57 GMT
#coronavirus888 #coronavirus #coronavirusupdates #coronavirusoutbreak #outbreak888",02/05/2020,en,English,neutral
B8LjUeqlnu1,""" and white robes were given unto every one of them; and it was said unto them, that they should rest yet for a little season, until their fellowservants also and their brethren, that should be killed as they were, should be fulfilled "" ( 6:9-11)

I cannot believe that nobody picked up on this.... people who are escorted to Coronavirus quarantine hostel are on 4 (!)buses run by HORSEMAN !!! Just WOW

Are they Four Horsemen of the biblical Apocalypse?!
DEATH 
FAMINE
WAR
AND CONQUEST

SPOOKY OR WHAT?! #dailymail
#coronavirus
#coronavirusupdates 
#apocalypse #biblicaltruth #biblicalapocalypse #apocalypsenow #horseman #biblicaltext #biblical #newtestament #newtestament6911 #911 #sevenseals #jesuschrist #revelation5 #revelation7 #revelation8 
#thereisnohope #piersmorgan",02/05/2020,en,English,negative
B8Ky8NcHDQ6,A video the CCP doesn't want you to see. Several reports show that non-infected people are being forcefully taken away as #coronavirus “patients” for reporting the truth on social media. CCP can use quarantine as an excuse to hunt down the dissidents.  #coronaviruschina #wuhan #coronavirusoutbreak #coronaviruses #coronavirus #coronavirus2020 #coronavirusgermany #coronavírus #coronaviruscanada #Coronavirus news #coronavirusrussia #coronavirusthailand #coronavirustoronto #coronavirustoday #coronavirusupdates #coronavirusspain #coronavirusphilippines #coronavirustaiwan #coronavirususa #coronavirusfrance #coronavirussouthkorea #coronavirusmalaysia,02/05/2020,en,English,positive
B8LTCo1JrsI,"The death toll from the coronavirus outbreak in China reached to 490 as of Tuesday. Hubei, the province where the virus is thought to have originated, reported 65 people had died from the flu-like infection. China's National Health Commission said on Wednesday the number of confirmed infections in the country rose to 24,324.

#pakistan #china #coronavirus #coronaviruschina #coronavirusoutbreak #coronavirusupdates #wuhan #chinavirus #chinese #who #concepttvlive #concepttvnews #pakistanzindabad",02/05/2020,en,English,negative
B8KsRhulWlA,"#coronavirus #coronavirus888 
#coronavirusupdates  #coronavirusoutbreak #outbreak888",02/05/2020,en,English,neutral
B8L_GrxFMot,What the Worst Case of a Coronavirus Pandemic Might Look Like #coronavirus888 #coronavirus #coronavirusupdates #coronavirusoutbreak #outbreak888,02/05/2020,en,English,negative
B8LdueXplJI,"13 cases of coronavirus have been confirmed in Australia, 4 in Victoria; 4cases in New South Wales, 3 in Queensland, and 2 in South Australia.

#pakistan #australia #nsw #newsouthwales #victoria #queensland #southaustralia #coronavirusaustralia #coronavirus #coronaviruschina #coronavirusoutbreak #coronavirusupdates #wuhan #chinavirus #chinese #who #concepttvlive #concepttvnews #pakistanzindabad",02/05/2020,en,English,neutral
B8MY-4Llbr8,"Not sure how all this stuff ended up on the awning but I bet that red sweater would look amazing with the yellow sock & surgical mask! Don’t forget the orange for vitamin C to help boost your immune system! #youreverydayasian 
#disposablesurgicalmasks #surgicalmasks #facemasks #coronavirus #coronavirusoutbreak #novelcoronavirus #coronavirusmemes #coronavirus2020 #coronavirusawareness #coronavirus😷",02/05/2020,en,English,positive
B8MPZidJ0KT,"This is to be predicted . 
But actual figures are not yet out.

Unknown Source 
#wuhanvirus #wuhanpneumonia #virus #coronavirus2020 #coronavirusawareness #coronavirusfight #fightagainstcoronavirus #fightbackcoronVirus #corona #coronaoutbreaks #chinacoronavirus #chinafight #who",02/05/2020,en,English,neutral
B8MTDtpjHzG,"Hi everyone 
I wanted to share my knowledge about corona virus. I hope it was helpful. Do share this video around and spread the awareness. 
#coronavirus #coronavirusoutbreak #coronavirusawareness",02/05/2020,en,English,positive
B8MOp1QHCft,"With the current outbreak of the Coronavirus, it’s extremely important to exercise caution and take preventive measures.So, let’s stay safe and happy.
#coronavirusAwareness #healthdotcom #health #lucknow #healthy #corona #virus #symptoms #mask #infection",02/05/2020,en,English,positive
B8MI067Fa2F,"At Wuhan’s International Convention Center the beds have already been installed and workers are in the process of putting up the separation walls in order to intake the first patients.

中国加油(china jiayou)=China you can do it, keep fighting!
#ChinaJiayou #wuhancoronavirus #coronavirus #chinavirus #coronaviruschina #chinacoronavirus #wuhancoronaoutbreak #chinavirusnews #corona #coronavirusawareness #wuhan #wuhanvirus #武汉加油 #中国加油",02/05/2020,en,English,negative
B8MlpF6hCo7,#coronavirus #malayalamvine #30secvines #coronavirusawareness #coronaviruskerala,02/05/2020,en,English,neutral
B8Mlin1H0c7,"#LoveNotFear
Please remember, numbers you see aren't just numbers. They are real people, sick, dying, critically in the need of our support and love.
On the other hand, you, each one of you, is not a number to me. One follower, one like, they all matter and make a difference to me. Anything that's seemingly small to you, can make a difference. And combined, they can create something so powerful that's beyond all of our imagination.
___ 
There are so many things that can be achieved outside of law, rules, even science bc of love and belief.
___
More international love welcomed. Please share with me any content from anywhere on the earth on how you are taking actions to help these battling coronavirus in China now.
___
Tag a Chinese friend to let him/her know you are there for him/her. ❤️ #coronavirusawareness #peoplenotnumbers
#internationalsupport #internationallove #helpchina #coronavirusbattle #lovealwayswins #solidarity #solidaritywuhan #solidarityforchina",02/05/2020,en,English,positive
B8MHV-jFf1f,"Two centers normally used for exhibitions and performances in Wuhan are being turned into mobile hospitals. Wuhan Salon Center has space for 1000 beds in its Hall A and Wuhan’s International Exhibition Center gets 1600 beds on two floors.

中国加油(china jiayou)=China you can do it, keep fighting!
#ChinaJiayou #wuhancoronavirus #coronavirus #chinavirus #coronaviruschina #chinacoronavirus #wuhancoronaoutbreak #chinavirusnews #corona #coronavirusawareness #wuhan #wuhanvirus #武汉加油 #中国加油",02/05/2020,en,English,negative
B8Lzwm9goWO,"Ministry Of Health and Family Welfare issue Travel Advisory For China.

#coronavirus #coronaviruses @who #flu #infection #infectioncontrol #symptoms #medtalks #medtalksindia #cold #cleanhands #coronavirusawareness #coronavirusdewuhan #coronavirusinindia #virus #flu #healthcare #healthylivingjourney #traveladvisory #china",02/05/2020,en,English,neutral
B8M9z7yg_uZ,"Limited Quantity Available! N95 Respirator Face Mask. Protect Yourself from Corona Virus. 
Buy here: http://ow.ly/bP6K50yeLsu -
-
-
#coronavirus #coronavirusoutbreak #wuhancoronavirus #coronavirus2020 #caronavirus #virus #plagueinc #ncov #coronavirusawareness #coronaviruschina #coranavirus",02/05/2020,en,English,positive
B8L1z7SArO4,"WHAT IS CORONAVIRUS 
Coronavirus are zoonotic, meaning they are transmitted between animals and humans. 
Coronaviruses are common in many different species of animals, including camels and bats. Rarely, these coronaviruses can evolve and infect humans and then spread between humans. 
SYMPTOMS *Fever
*Coughing
*Chills
*Headache
*Difficulty breathing,
*Sore throat

How it spreads:
The virus can be transmitted between people through respiratory droplets such as saliva or mucus. 
It may be passed before a person shows symptoms.

Share and help create more awareness about coronavirus

#coronavirus #Health #coronavirusawareness #publichealth #endspreadofvirus  #nCoV2020
#coronavirusNigeria #ISHFoundation",02/05/2020,en,English,negative
B8L-G-tll7p,"Another video of a died men 😞
Follow us @2020_corona_virus .
.
---
#coronavirus #coronavirusoutbreak #virus #wuhan
#wuhanvirus #coronaviruschina #wuhanchina#corona #coronovirus #chinavirus
#wuhancoronavirus #outbreak #plagueinc #corona
#coronaviruses #coronavirusfrance
#coronavirus2020 #coronavirusbrasil
#coronavirusnews #coronavirusecuador
#coronaviruswuhan #coronavirusindia
#coronavirusupdate #coronaviruschino
#coronavirusawareness #coronavirusdewuhan
#coronavirusoutbreak2020 #coronavirusaustralia",02/05/2020,en,English,negative
B8MBi3hi_kr,"Destiny .
.
@prilaga #coronavírus #coronavirusmeme #funnyvideos #coronavirusmemes #funnyposts #prilaga #coronaviruswuhan #funnyshit #funnymeme #coronavirusindia #funnypictures #coronavirus #coronavirus2020 #coronavirusupdate #coronavirüsü #coronaviruses #funnyvideo #coronavirusawareness #funnyquotes #funnyaf #coronavirusnews #funnymemes #coronaviruschina #funnypics #coronavirüs #coronavirusoutbreak #funny",02/05/2020,en,English,neutral
B8L0Ab0jaA0,"Reduce the risk of catching any virus. 
Protect yourself by washing and sanitizing your hands regularly. 
#CoronaVirusAwareness #BrandEG #TheBrandMakers #Attention #VirusAwareness #Tips #DigitalMarketing #Branding",02/05/2020,en,English,positive
B8MGNQhg5Wm,"Watch from the Link in Bio - Spread of CoronaVirus By Country , Be aware of where it spreading to

Video Shows Spreading of Coronavirus from china to other countries & Total Number of Deaths /Total Number people Recovered by each day from 27 January 2020 to 4 Feb 2020.

Wuhan Novel Coronavirus 2020 Report ( Deaths, Recovered, Infected) confirmed

China coronavirus statistics should be seen by everyone to make everyone aware of the seriousness, so we made a statistics video which shows the all the data from country-wise, this video will get you an idea about how fast this spreads and how fast it spreads from human to human, as you can see china pass 20k infected confirmed novel coronavirus cases, 
The report says coronavirus's origin was in Wuhan, China, Origin in Bats, China Pledged to Build a New Hospital in 10 Days before & also China races to build more hospitals as coronavirus outbreak grows,

#dataisbeautiful #datavisualization #barchart #dataislife #wawamustats #coronavirusoutbreak #coronaviruschina #wuhanvirus #chinavirus #coronaviruschina #novelcoronavirus #viruscorona #coronavirusoutbreak #coronavirus #coronavirus2020 #coronaviruses #coronavirüs #coronavirusindia #coronavirusfrance #coronavirusbrasil #coronavirusawareness #whatsnew #coronavirusmemes #chinanews  #coronausa #philadelphuscoronarius #bbcnews #cnnnews",02/05/2020,en,English,negative
B8Mb2bCndT5,"#LoveNotFear
We don't encourage touching or hugging when you see people wearing masks. But this video is still quite heartwarming, and definitely a message of love thats worth spreading in this time of crisis, in this world that is now filled with fear.

Francesco Xia from Italy started this awareness campaign just 3 days ago. Shared by a friend.  #coronavirus
#coronavirusawareness",02/05/2020,en,English,positive
B8MFHfcHcfe,"{ Nineteen-N-Cough } [ 2-5-20 ]
• Hi! • I'm Loupe! • I'm not sure what I could draw today,, • So I drew China,,
• The country is getting a little concerning,, • A virus outbreak doesn't sound good.
• Racism doesn't sound good either,, • And please don't spread fake news!
• Wear your protective masks and change them as frequent as necessary!
• Sanitize yourself and make sure the food you're eating is healthy! • Treat the Chinese well, they're the ones suffering at large!
• And listen to information from authorized people and/or groups! • Remember, the virus only has a fatality rate of 2% so it is likely you won't die from it! • We're still awaiting a cure, so let's pray, protect ourselves and hope the next days will do good! • Stay safe!
-
• Thank you for scrolling through my post! • Please suggest what I should draw next in the comments!
-
• Got critique you'd like to give?
• Please let me know! • The critique comments are.. • [ OPEN ]
#myart #mydrawing #countryhumans #countryhumansart #countryhumanschina #digitalart #ibispaint #ibispaintx #ibispaintxart #fanart #countryhumansfanart #pastelcolors #china #coronavirusawareness #staysafe #morningmorgue #morningmorgueart #art",02/05/2020,en,English,negative
B8MG1kZiH48,"ma che ne sanno i 2000
.
.
@prilaga #coronavirüs #coronavírus #funnypics #funnyquotes #coronaviruses #coronavirusmemes #coronavirus #funnyposts #funnymemes #funny #prilaga #coronavirusoutbreak #coronavirüsü #coronavirus2020 #funnyshit #funnymeme #funnypictures #funnyvideo #funnyaf #coronavirusupdate #coronavirusawareness #funnyvideos #coronaviruschina #coronaviruswuhan #coronavirusindia #coronavirusnews #coronavirusmeme",02/05/2020,en,English,neutral
B8L0FYiDy1a,"Reduce the risk of catching any virus. 
Protect yourself by washing and sanitizing your hands regularly. 
#CoronaVirusAwareness #BrandEG #TheBrandMakers #Attention #VirusAwareness #Tips #DigitalMarketing #Branding",02/05/2020,en,English,positive
B8LswVqBoYB,"We want to thank these people for their significant contribution!

Will you make a difference?

#WeAreWithChinaAndYou #Makeadifference #coronavirus #coronavirusmemes #coronavirusoutbreak #coronaviruschina #coronaviruses #coronavírus #coronavirusmeme #coronavirusnews #coronavirus2020 #coronavirusfrance #coronaviruswuhan #coronavirusupdate #coronavirusawareness #coronavirusitalia #coronavirusdewuhan #coronavirusaustralia #corona #virus #wuhan #viruscorona #soscorona #support #help #wuhan2020 #donateforchina #spreadtheword #wuhanjiayou",02/05/2020,en,English,neutral
B8M9vZuBkdI,"Please consider taking a moment to donate to this cause. ❤️ Our sister organization, American Disability Association, is fundraising to help prevent the spread of Coronavirus. We believe children deserve safe precautions from illness, and many do not have the resources to stay protected. Click the link in our bio to learn more.
.
.
#coronavirus #coronavirusoutbreak #coronavirusawareness #donatetoday #coronavirus2020 #coronavirusprevention #savethechildren #donatetocharity #donatetosavealife #savealife #savealifetoday #aag #americanadvocacygroup",02/05/2020,en,English,positive
B8MHn4ZFPU4,"The youngest patient in Zhuzhou, Hunan province got released from hospital. He is only 4.5 years old and is looking forward to playing Lego at home again.

中国加油(china jiayou)=China you can do it, keep fighting!
#ChinaJiayou #wuhancoronavirus #coronavirus #chinavirus #coronaviruschina #chinacoronavirus #wuhancoronaoutbreak #chinavirusnews #corona #coronavirusawareness #wuhan #wuhanvirus #武汉加油 #中国加油",02/05/2020,en,English,negative
B8L0FMKDV73,"Reduce the risk of catching any virus. 
Protect yourself by washing and sanitizing your hands regularly. 
#CoronaVirusAwareness #BrandEG #TheBrandMakers #Attention #VirusAwareness #Tips #DigitalMarketing #Branding",02/05/2020,en,English,positive
B8LgF5TgC6G,"WHO declared the New Coronavirus or 2019-nCoV, a Public Health Emergency of International Concern. 
The virus has affected many people worldwide resulting in the deaths of hundreds. It has slowly spread to dozens of countries, creating chaos and fear. 
With the spread of this deadly virus with no cure, xenophobic sentiments across the world is on rise. Racial discrimination and Fear are increasing hand in hand. It’s time for us to dispel the myths around Coronavirus and extend support to the affected community. Diseases don’t discriminate based on race or religion. Let’s end Stigma & Xenophobia towards Asian People. 
Content Credits: WHO

#coronavirus #coronavirusawareness #coronavirusracialdiscrimination #racialdiscrimination #xenophobia #notoxenophobia #china",02/05/2020,en,English,positive
B8LTowkgvQr,"Update !

As a new plague plague and wuhan continues, important cities such as Wenzhou and Hangzhou join the ranks of sealed cities or candidates. Because China is an important part of the global supply chain, it is strict traffic and the border of steps to limit logistics, combined with the impact of spring festival holiday, the new crown plague has left the global industry chain facing massive interference. In February 4 local time, 24.500 confirmed and 490 death worldwide #Wuhan
 ________________________

Let's follow for the information

#coronavirus #coronavirusoutbreak #virus #wuhan#wuhanvirus #coronaviruschina #wuhanchina#corona #coronovirus #chinavirus#wuhancoronavirus #outbreak #plagueinc #corona#coronaviruses #coronavirusfrance#coronavirus2020 #coronavirusbrasil#coronavirusnews #coronavirusecuador#coronaviruswuhan #coronavirusindia#coronavirusupdate #coronaviruschino#coronavirusawareness #coronavirusdewuhan#coronavirusoutbreak2020 #coronavirusaustralia",02/05/2020,en,English,positive
B8LJng8AFMb,"How to take Precautions for Coronavirus

#Coronavirus is on spread and we must take all due precautions to ensure it does not spread out of our carelessness. This video is intended to simplify some of the precautions that we already know of in rhyme so that it can be consumed by little kids as well. We must instill personal hygiene methods among our children to ensure their safety and healthy future of mankind. My request to everyone is not to panic but to spread the word of caution and prevention of nCoV2019. Countries like #China, #India, #USA, Hong Kong, Macau, Philippines, Belgium, #Spain, #Russia, Sweden, #UK, Italy, Finland, UAE, Germany, #SriLanka, #Canada, Malaysia, Cambodia, Nepal, #Australia, Singapore, Vietnam, Thailand, #France, Taiwan, Republic of Korea and others are trying to fight it out on behalf of all the countries in the world. We must take measures to ensure it does not go beyond what it already has. The Clown is not a Doctor and therefore a medical practitioner must be consulted in case of any symptoms of any condition. I wish everyone health, smiles & Peace

#2019ncov #nCoV2019 #coronavirus #coronavirusindia #coronaviruschina #coronaviruskerala #coronavirusprecautions #coronavirusprevention #coronavirusUSA  #coronavirusmalaysia #coronavirusHK #thepreachingclown #quotes #rhymes #coronaviruscanada #coronavirusaustralia
#kerala #coronavirusawareness #coronavirusindiapdate",02/05/2020,en,English,positive
B8LZ8k0jWpV,"Here's what you can do to be on a safer side! These are the guidelines issued by World Health Organisation.
Please take precautionary measures and stay safe!

#Coronavirus #Besafe #CoronavirusAwareness #PrayforChina #WorldHealthOrganization #Gurgaon #PremiumPreschool #Daycare #Afterschool",02/05/2020,en,English,positive
B8LRVmOgfFR,"Turkish students record videos to support disaster in China, - video is the theme of Zhong guo jia You- Wu han jia You (Zhongguo), which is very famous in China today
 ________________________

Let's follow for the information

#coronavirus #coronavirusoutbreak #virus #wuhan#wuhanvirus #coronaviruschina #wuhanchina#corona #coronovirus #chinavirus#wuhancoronavirus #outbreak #plagueinc #corona#coronaviruses #coronavirusfrance#coronavirus2020 #coronavirusbrasil#coronavirusnews #coronavirusecuador#coronaviruswuhan #coronavirusindia#coronavirusupdate #coronaviruschino#coronavirusawareness #coronavirusdewuhan#coronavirusoutbreak2020 #coronavirusaustralia",02/05/2020,en,English,negative
B8LjiEnFp1i,"Homeopathy works on the principle of activating the body's own defences to fight diseases. It not only helps in building immunity against infections but also builds resistance to diseases. 
Prevent the Corona Virus infection by strengthening thy immune system! ⚡Have a full Corona Virus Prevention Kit just at Rs. 199/-⚡
.
.
.

#coronaviruses #coronavirusoutbreak
#coronavirus2020 #coronavirusprevention #coronavirusnews
#coronavirusawareness #homeopathictreatment #homeopathyworksforme #homeopathyheals #homeopath #homeopathyrocks #ahmedabaddoctors #ahmedabadcity #ahmedabadbased #homeopathydoctor #homeopathyconsultant",02/05/2020,en,English,positive
B8Kn4oOIMH2,"As germs are invisible, they can still lurk around a visibly clean home. If your goal is to stop allergic rhinitis and other forms of respiratory issues within your homes, then you will need the super powers of UV Care 8-Stage Purifier with Humidifier to wipe them all out!⠀⁠
⁠
Get yours at www.theuvcare.com. ⁠
⁠
#UVCareusa #uvsterilizer #uvsanitizer #givethegiftofhealth #germaphobic #cleanfreak #cleanindoorair #healthybaby #killthegerms #bigcitymoms #hinched #airpurifier #humidifier #coronavirusawareness #fluvirusbegone #breatheclean #byeallergies",02/05/2020,en,English,positive
B8K8pnYggue,"At the hospital in China, the body of the dead is waiting to be burned
 ________________________

Let's follow for the information

#coronavirus #coronavirusoutbreak #virus #wuhan#wuhanvirus #coronaviruschina #wuhanchina#corona #coronovirus #chinavirus#wuhancoronavirus #outbreak #plagueinc #corona#coronaviruses #coronavirusfrance#coronavirus2020 #coronavirusbrasil#coronavirusnews #coronavirusecuador#coronaviruswuhan #coronavirusindia#coronavirusupdate #coronaviruschino#coronavirusawareness #coronavirusdewuhan#coronavirusoutbreak2020 #coronavirusaustralia",02/05/2020,en,English,negative
B8LBM7HIleN,"Symptoms of coronaviruses are similar to any other respiratory infection which can cause pneumonia, especially in older people or people with a weak immune system. Get screened today!

WhatsApp: 9701003333
#ApolloClinics #CoronaVirus #CoronaVirusAwareness #FightCoronaVirus",02/05/2020,en,English,negative
B8LLES5Jp1a,"Wuhan outbreak has shocked many around the world and has become WHO main focus. But here is the video of Old supporting each other in such critical situation.

#wuhanvirus #wuhanpneumonia #coronavirus #coronaoutbreak #fightcoronavirus #fightbackcorona #coronavirusoutbreak #coronovirus #coronavirusmemes #coronavirus2020 #coronavirusawareness #coronaviruses #china #wuhancoronavirus",02/05/2020,en,English,negative
B8K0yTZnNSP,"With the current disease outbreak, here are some of the ways you can reduce the risk of novel coronavirus infection. Do take necessary precautions to protect yourself and your loved ones from contracting the coronavirus. 
#coronavirus #coronavirusawareness #usjeyecare #usjeyespecialistsubang  #usjeye",02/05/2020,en,English,positive
B8Lf0eIAGIV,"Coronavirus Cases Currently Reported Internationally.

#coronavirus #coronaviruses @who #flu #infection #infectioncontrol #symptoms #medtalks #medtalksindia #cold #cleanhands #coronavirusawareness #coronavirusdewuhan #coronavirusinindia #virus #flu #healthcare #healthyliving",02/05/2020,en,English,neutral
B8LngKHFgdX,"What is coronavirus?

According to the WHO, coronaviruses are a family of viruses that cause illness ranging from the common cold to more severe diseases such as SARS and Middle East respiratory syndrome (MERS).
These viruses were originally transmitted between animals and people. SARS, for instance, was believed to have been transmitted from civet cats to humans while MERS travelled from a type of camel to humans.
Several known coronaviruses are circulating in animals that have not yet infected humans.
The name coronavirus comes from the Latin word corona, meaning crown or halo. Under an electron microscope, the image of the virus is reminiscent of a solar corona.

Culled from the internet 
#coronavirusawareness
#medical #medicalstudents #virus #healthylifestyle #health",02/05/2020,en,English,negative
B8LGaALggLk,"When it comes to protecting against the flu virus, ""It can't hurt and it might help,"" the Mayo Clinic says.
Wearing a surgical mask may help prevent influenza, according to some studies, as the virus spreads through droplets in the air when an infected person coughs, sneezes or talks. A mask could protect you from inhaling these droplets if it were worn consistently and fully covered the mouth and nose.
____________________________
Source: CBS News©️
🔻Online Store🔻
🌐 HealthcareShops.ca
🔒 SSL Encrypted Checkout
#coronavirus #coronavirusoutbreak #coronavirusmemes #coronaviruses #coronaviruschina #coronavirus2020 #coronavirusawareness #news #healthylifestyle #healthcareshops #healthcare",02/05/2020,en,English,negative
B8LZ101gLYB,"@WHO declared a public health emergency of international concern amid rising fears the virus could reach countries with weak healthcare systems, Nigeria is listed among 13 African countries identified as high-risk for the spread of the deadly coronavirus.

In Africa, health care system vary, if the virus reaches a country with a weak health care system it may be  difficult to stop it from spreading to others.

Nigerian government should ensure that our health care systems are improved and prepared for the virus and other infectious diseases.

Share and help create more awareness about coronavirus

#coronavirus #Health #coronavirusawareness #publichealth #endspreadofvirus #GlobalGoals #nCoV2020
#coronavirusNigeria #ISHFoundation",02/05/2020,en,English,positive
B8LafEDlWSo,"According to a #tibetan script, #coronavirus comes already from 8th century! Repost from facebook of Park Dra Gon (Yanglak). #buddha108 #buddha108ft #coronavirusoutbreak #coronavirus2020 #coronavirüsü #coronavirusnews #coronaviruschina #coronaviruschina #coronavírus #coronavirüs #coronavirusupdate #coronavirusawareness #coronavirusalert #coronavirusfacts",02/05/2020,en,English,neutral
B8MKCRTldpe,"We have seen a lot of medical staff working around the clock in order to help the patients get better. At the same time, in order to enforce regulations like checking temperatures when passing the toll station, making sure people don’t leave cities that are under lockdown, etc. a lot of additional police staff had to be mobilized. This little kid wants daddy to come home again. But he is still on duty and can’t go home, he explains.

中国加油(china jiayou)=China you can do it, keep fighting!
#ChinaJiayou #wuhancoronavirus #coronavirus #chinavirus #coronaviruschina #chinacoronavirus #wuhancoronaoutbreak #chinavirusnews #corona #coronavirusawareness #wuhan #wuhanvirus #武汉加油 #中国加油",02/05/2020,en,English,negative
B8LSqfOlpwS,"Ladies and gentlemen, we advise you to be on the lookout for fake news spread around the internet regarding the novel coronavirus (2019-nCoV). The Malaysian Ministry of Health has reported that the claims of many reported cases of coronavirus are fake. 
Below are some examples from the Ministry of Health's website.
1. http://www.moh.gov.my/moh/resources/user_35/Berita_Palsu_1.jpeg

2. http://www.moh.gov.my/moh/resources/user_35/Berita_Palsu_2.jpeg 
3. http://www.moh.gov.my/moh/resources/user_35/Fake_Coronavirus_31_jan_2020.jpeg 
We advise everyone to monitor their health and to not give in to panic. Anxiety can trigger certain hormones in your body which will weaken your immune system, leaving you more vulnerable. Follow the World Health Organisation and Malaysian Ministry of Health websites for reliable information and updates, do not trust rumours unless verified by the ministry of health. #islandhospital #yourhealthcarepartner #coronavirus #coronavirusawareness #2019ncov #stayhealthy #dontpanic #fakenews #wearmask",02/05/2020,en,English,negative
B8LhRwRoPc8,"#CoronavirusOutbreak | China death toll nears 500, 10 test positive on Japan cruise ship
.
.
.
.
#Coronavirus #coronaviruschina #Coronaviruswuhan #coronavirusepidemic #coronavirusscare #china #wuhan #japan #coronavirusdeath #coronaviruscases #coronavirus2020 #coronavirusnews #coronaviruses #coronavirusindia #coronavirusupdate #coronavirusawareness #coronavirusfrance #news #worldnews #health #instawithjagranenglish #jagranenglish",02/05/2020,en,English,negative
B8Ks3GcAMWI,"Police in China are rounding people up and taking them by force if they are sick Would this be happening if the actual numbers of the infected and the dead were as low as what is being told? China is in panic.
 ________________________

Let's follow for the information

#coronavirus #coronavirusoutbreak #virus #wuhan#wuhanvirus #coronaviruschina #wuhanchina#corona #coronovirus #chinavirus#wuhancoronavirus #outbreak #plagueinc #corona#coronaviruses #coronavirusfrance#coronavirus2020 #coronavirusbrasil#coronavirusnews #coronavirusecuador#coronaviruswuhan #coronavirusindia#coronavirusupdate #coronaviruschino#coronavirusawareness #coronavirusdewuhan#coronavirusoutbreak2020 #coronavirusaustralia",02/05/2020,en,English,negative
B8MH2aslGfS,"Patients are being brought to Wuhan’s new Huoshenshan Hospital. Construction on the hospital started on January 24th. Workers were seen working relentlessly on the site 24/7. In addition a total of 2600 beds are being put up in two convention centers in Wuhan and Leishenshan Hospital will soon be opening its doors with additional 1300 beds.

中国加油(china jiayou)=China you can do it, keep fighting!
#ChinaJiayou #wuhancoronavirus #coronavirus #chinavirus #coronaviruschina #chinacoronavirus #wuhancoronaoutbreak #chinavirusnews #corona #coronavirusawareness #wuhan #wuhanvirus #武汉加油 #中国加油",02/05/2020,en,English,negative
B8MAQJsn0iH,Prevention is better than cure. #shoocoronavirus #goawayvirusplease #virusgoawaynow #coronavirusawareness #coronavirus,02/05/2020,en,English,neutral
B8NltJBnXc2,"Our daughter expressing her feelings about corona virus infected people being treated in one of our San Antonio, TX military bases.  #ListenToTheEnd #SheFeelsVerStrongAboutThis #9YearsOld #coronavirusoutbreak #covid",02/06/2020,en,English,negative
B8OmXwjhK4k,"Uhomes strong + China strong 💪🏼⁣
⁣
Our team in China still must work at home to stay safe from illness, but they are working harder than ever to prep for a busy 2020 full of leases for our partners! ⁣
⁣
⁣
#uhomes #uhomesus #finduhomesfindyourhome #tianjin #propertymanagement #studenthousing #offcampushousing #coronavirusupdates #chinastrong",02/06/2020,en,English,positive
B8OP_VvpWYN,"Prevention is better than cure!
So, follow these simple precautions to prevent Coronavirus.

#IndiabullsFoundation #Health #coronavirus #coronavirusoutbreak #coronavirus2020 #coronavirusupdate #awareness #coronavirusawareness #coronavirusalert #coronavirusprevention #coronavirusupdates #coronavirusprotection #coronaviruscure #precautions",02/06/2020,en,English,neutral
B8PkBtHlC3B,#coronavirus888 #coronavirus #coronavirusupdates #coronavirusoutbreak #outbreak888,02/06/2020,en,English,neutral
B8PDkzhleVI,"Travel Bans and Quarantines Won't Stop Coronavirus #coronavirus #coronavirus888 
#coronavirusupdates  #coronavirusoutbreak #outbreak888",02/06/2020,en,English,neutral
B8Onv9LFjDK,"Alberta Scientists Pioneer Mask That Kills Viruses In Mere Minutes. #coronavirus #coronavirus888
#coronavirusupdates  #coronavirusoutbreak #outbreak888 #surgicalmask",02/06/2020,en,English,negative
B8PjwW4luR7,"Coronavirus nCoV Update 
Cases: 30,867 (China 30,601; Other 266)

Deaths: 636

Feb 6- 22:58 GMT

#coronavirus888 #coronavirus #coronavirusupdates #coronavirusoutbreak #outbreak888",02/06/2020,en,English,neutral
